CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Loss_Diversity,Status,Config_alpha_constraint,Config_beta_smooth,Config_gamma_corr,Config_delta_reg,Config_epsilon_diversity,Config_steps,Config_lr,Config_temperature,Config_rank_tau,Config_reg_type,Config_normal_sigma_factor,Config_longtail_alpha,Config_longtail_shift,Config_constraint_margin,Config_diversity_sigma
Nastia Liukin,20,7,Percent,41.0,16.1%,0.0%-91.7%,15.2113618850708,1.0,0.21510119885206225,0.0007419472676701844,0.0,0.0012310147285461426,0.0007593343034386635,0.7702940106391907,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Robert Herjavec,20,7,Percent,31.0,12.2%,3.1%-94.9%,13.3240385055542,5.0,0.21510119885206225,0.0007419472676701844,0.0,0.0012310147285461426,0.0007593343034386635,0.7702940106391907,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Noah Galloway,20,7,Percent,38.0,15.0%,0.4%-92.1%,14.624895095825195,3.0,0.21510119885206225,0.0007419472676701844,0.0,0.0012310147285461426,0.0007593343034386635,0.7702940106391907,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Chris Soules,20,7,Percent,31.0,12.2%,3.1%-94.9%,13.279491424560547,6.0,0.21510119885206225,0.0007419472676701844,0.0,0.0012310147285461426,0.0007593343034386635,0.7702940106391907,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Riker Lynch,20,8,Percent,39.0,18.4%,0.0%-99.8%,21.63768768310547,2.0,0.07126245060935617,1.4961959095671773e-05,0.0,0.0036129355430603027,0.03156184405088425,0.23757725954055786,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Rumer Willis,20,8,Percent,40.0,18.9%,0.0%-99.8%,23.499317169189453,1.0,0.07126245060935617,1.4961959095671773e-05,0.0,0.0036129355430603027,0.03156184405088425,0.23757725954055786,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nastia Liukin,20,8,Percent,38.0,18.0%,0.0%-99.8%,19.803354263305664,3.0,0.07126245060935617,1.4961959095671773e-05,0.0,0.0036129355430603027,0.03156184405088425,0.23757725954055786,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Robert Herjavec,20,8,Percent,31.0,14.7%,0.0%-22.3%,10.383607864379883,6.0,0.07126245060935617,1.4961959095671773e-05,0.0,0.0036129355430603027,0.03156184405088425,0.23757725954055786,Eliminated (Place 6),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Noah Galloway,20,8,Percent,31.5,14.9%,0.2%-100.0%,11.90919017791748,5.0,0.07126245060935617,1.4961959095671773e-05,0.0,0.0036129355430603027,0.03156184405088425,0.23757725954055786,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Chris Soules,20,8,Percent,32.0,15.1%,0.0%-21.9%,12.766839981079102,4.0,0.07126245060935617,1.4961959095671773e-05,0.0,0.0036129355430603027,0.03156184405088425,0.23757725954055786,Eliminated (Place 5),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Riker Lynch,20,9,Percent,40.0,25.5%,0.0%-98.1%,26.038593292236328,1.0,0.17330634091049435,0.00056164973648265,0.0,0.0022343993186950684,0.000496983528137207,0.6292088627815247,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Rumer Willis,20,9,Percent,39.0,24.8%,0.6%-98.7%,24.701923370361328,3.0,0.17330634091049435,0.00056164973648265,0.0,0.0022343993186950684,0.000496983528137207,0.6292088627815247,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nastia Liukin,20,9,Percent,40.0,25.5%,0.0%-24.5%,25.84273910522461,2.0,0.17330634091049435,0.00056164973648265,0.0,0.0022343993186950684,0.000496983528137207,0.6292088627815247,Eliminated (Place 4),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Noah Galloway,20,9,Percent,38.0,24.2%,1.3%-99.4%,23.416748046875,4.0,0.17330634091049435,0.00056164973648265,0.0,0.0022343993186950684,0.000496983528137207,0.6292088627815247,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Riker Lynch,20,10,Percent,40.0,34.5%,0.0%-50.0%,37.31252670288086,1.0,0.07384063452482224,0.0,0.0,5.960464477539063e-08,0.007800795137882233,0.3458004891872406,Eliminated (Place 2),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Rumer Willis,20,10,Percent,40.0,34.5%,32.2%-100.0%,37.31252670288086,1.0,0.07384063452482224,0.0,0.0,5.960464477539063e-08,0.007800795137882233,0.3458004891872406,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Noah Galloway,20,10,Percent,36.0,31.0%,0.0%-51.7%,25.37495231628418,2.0,0.07384063452482224,0.0,0.0,5.960464477539063e-08,0.007800795137882233,0.3458004891872406,Eliminated (Place 3),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Gary Busey,21,1,Percent,15.0,6.0%,0.0%-100.0%,5.392494201660156,10.0,0.12139597907662392,0.0,0.0,0.0014320611953735352,0.04189997538924217,0.4741196632385254,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Alexa PenaVega,21,1,Percent,22.0,8.8%,0.0%-100.0%,9.195107460021973,5.0,0.12139597907662392,0.0,0.0,0.0014320611953735352,0.04189997538924217,0.4741196632385254,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Carlos PenaVega,21,1,Percent,23.0,9.2%,0.0%-100.0%,9.87351131439209,3.0,0.12139597907662392,0.0,0.0,0.0014320611953735352,0.04189997538924217,0.4741196632385254,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Victor Espinoza,21,1,Percent,15.0,6.0%,0.0%-100.0%,5.497774124145508,9.0,0.12139597907662392,0.0,0.0,0.0014320611953735352,0.04189997538924217,0.4741196632385254,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Alek Skarlatos,21,1,Percent,22.0,8.8%,0.0%-100.0%,9.08994197845459,6.0,0.12139597907662392,0.0,0.0,0.0014320611953735352,0.04189997538924217,0.4741196632385254,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Chaka Khan,21,1,Percent,13.0,5.2%,0.0%-100.0%,4.258281230926514,12.0,0.12139597907662392,0.0,0.0,0.0014320611953735352,0.04189997538924217,0.4741196632385254,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Andy Grammer,21,1,Percent,21.0,8.4%,0.0%-100.0%,8.51971435546875,7.0,0.12139597907662392,0.0,0.0,0.0014320611953735352,0.04189997538924217,0.4741196632385254,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Tamar Braxton,21,1,Percent,23.0,9.2%,0.0%-100.0%,9.767023086547852,4.0,0.12139597907662392,0.0,0.0,0.0014320611953735352,0.04189997538924217,0.4741196632385254,Withdrew,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nick Carter,21,1,Percent,24.0,9.6%,0.0%-100.0%,10.560236930847168,1.0,0.12139597907662392,0.0,0.0,0.0014320611953735352,0.04189997538924217,0.4741196632385254,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Hayes Grier,21,1,Percent,21.0,8.4%,0.0%-100.0%,8.41384220123291,8.0,0.12139597907662392,0.0,0.0,0.0014320611953735352,0.04189997538924217,0.4741196632385254,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Bindi Irwin,21,1,Percent,24.0,9.6%,0.0%-100.0%,10.451934814453125,2.0,0.12139597907662392,0.0,0.0,0.0014320611953735352,0.04189997538924217,0.4741196632385254,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Kim Zolciak-Biermann,21,1,Percent,12.0,4.8%,0.0%-100.0%,3.692833662033081,13.0,0.12139597907662392,0.0,0.0,0.0014320611953735352,0.04189997538924217,0.4741196632385254,Withdrew,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Paula Deen,21,1,Percent,15.0,6.0%,0.0%-100.0%,5.28729772567749,11.0,0.12139597907662392,0.0,0.0,0.0014320611953735352,0.04189997538924217,0.4741196632385254,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Gary Busey,21,2,Percent,16.5,6.1%,0.7%-100.0%,4.405067443847656,10.0,0.12445091323461384,2.1672800357919186e-05,0.0,0.0018290877342224121,0.03986300155520439,0.48485100269317627,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Alexa PenaVega,21,2,Percent,23.0,8.5%,0.0%-99.3%,9.556352615356445,3.0,0.12445091323461384,2.1672800357919186e-05,0.0,0.0018290877342224121,0.03986300155520439,0.48485100269317627,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Carlos PenaVega,21,2,Percent,22.5,8.3%,0.0%-99.3%,9.122756004333496,4.0,0.12445091323461384,2.1672800357919186e-05,0.0,0.0018290877342224121,0.03986300155520439,0.48485100269317627,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Victor Espinoza,21,2,Percent,18.5,6.8%,0.0%-11.0%,5.640817642211914,9.0,0.12445091323461384,2.1672800357919186e-05,0.0,0.0018290877342224121,0.03986300155520439,0.48485100269317627,Eliminated (Place 12),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Alek Skarlatos,21,2,Percent,22.5,8.3%,0.0%-99.3%,9.02402114868164,5.0,0.12445091323461384,2.1672800357919186e-05,0.0,0.0018290877342224121,0.03986300155520439,0.48485100269317627,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Chaka Khan,21,2,Percent,15.0,5.5%,0.0%-12.2%,3.2022435665130615,11.0,0.12445091323461384,2.1672800357919186e-05,0.0,0.0018290877342224121,0.03986300155520439,0.48485100269317627,Eliminated (Place 13),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Andy Grammer,21,2,Percent,22.0,8.1%,0.0%-99.3%,8.39498233795166,7.0,0.12445091323461384,2.1672800357919186e-05,0.0,0.0018290877342224121,0.03986300155520439,0.48485100269317627,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Tamar Braxton,21,2,Percent,24.5,9.1%,0.0%-99.3%,10.782691955566406,1.0,0.12445091323461384,2.1672800357919186e-05,0.0,0.0018290877342224121,0.03986300155520439,0.48485100269317627,Withdrew,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nick Carter,21,2,Percent,22.5,8.3%,0.0%-99.3%,8.876084327697754,6.0,0.12445091323461384,2.1672800357919186e-05,0.0,0.0018290877342224121,0.03986300155520439,0.48485100269317627,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Hayes Grier,21,2,Percent,22.5,8.3%,0.0%-99.3%,8.876084327697754,6.0,0.12445091323461384,2.1672800357919186e-05,0.0,0.0018290877342224121,0.03986300155520439,0.48485100269317627,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Bindi Irwin,21,2,Percent,24.0,8.9%,0.0%-99.3%,10.335723876953125,2.0,0.12445091323461384,2.1672800357919186e-05,0.0,0.0018290877342224121,0.03986300155520439,0.48485100269317627,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Kim Zolciak-Biermann,21,2,Percent,18.5,6.8%,0.0%-99.3%,5.89158821105957,8.0,0.12445091323461384,2.1672800357919186e-05,0.0,0.0018290877342224121,0.03986300155520439,0.48485100269317627,Withdrew,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Paula Deen,21,2,Percent,18.5,6.8%,0.0%-99.3%,5.89158821105957,8.0,0.12445091323461384,2.1672800357919186e-05,0.0,0.0018290877342224121,0.03986300155520439,0.48485100269317627,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Gary Busey,21,3,Percent,25.0,8.2%,0.0%-100.0%,6.395254135131836,9.0,0.10482409745454788,0.0,0.0,0.0020562410354614258,0.04111381620168686,0.3904978334903717,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Alexa PenaVega,21,3,Percent,36.0,11.8%,0.0%-100.0%,13.60728931427002,2.0,0.10482409745454788,0.0,0.0,0.0020562410354614258,0.04111381620168686,0.3904978334903717,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Carlos PenaVega,21,3,Percent,31.0,10.2%,0.0%-100.0%,10.172374725341797,6.0,0.10482409745454788,0.0,0.0,0.0020562410354614258,0.04111381620168686,0.3904978334903717,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Alek Skarlatos,21,3,Percent,33.0,10.8%,0.0%-100.0%,11.607428550720215,4.0,0.10482409745454788,0.0,0.0,0.0020562410354614258,0.04111381620168686,0.3904978334903717,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Andy Grammer,21,3,Percent,29.0,9.5%,0.0%-100.0%,8.726234436035156,8.0,0.10482409745454788,0.0,0.0,0.0020562410354614258,0.04111381620168686,0.3904978334903717,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Tamar Braxton,21,3,Percent,33.0,10.8%,0.0%-100.0%,11.820318222045898,3.0,0.10482409745454788,0.0,0.0,0.0020562410354614258,0.04111381620168686,0.3904978334903717,Withdrew,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nick Carter,21,3,Percent,36.0,11.8%,0.0%-100.0%,13.830863952636719,1.0,0.10482409745454788,0.0,0.0,0.0020562410354614258,0.04111381620168686,0.3904978334903717,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Hayes Grier,21,3,Percent,30.0,9.8%,0.0%-100.0%,9.452828407287598,7.0,0.10482409745454788,0.0,0.0,0.0020562410354614258,0.04111381620168686,0.3904978334903717,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Bindi Irwin,21,3,Percent,32.0,10.5%,0.0%-100.0%,10.889237403869629,5.0,0.10482409745454788,0.0,0.0,0.0020562410354614258,0.04111381620168686,0.3904978334903717,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Paula Deen,21,3,Percent,20.0,6.6%,0.0%-100.0%,3.49817156791687,10.0,0.10482409745454788,0.0,0.0,0.0020562410354614258,0.04111381620168686,0.3904978334903717,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Gary Busey,21,4,Percent,16.0,6.8%,0.0%-14.2%,4.156357765197754,8.0,0.10256005078554153,0.0,0.0,0.0011360645294189453,0.04113756865262985,0.3837072253227234,Eliminated (Place 10),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Alexa PenaVega,21,4,Percent,21.0,8.9%,0.0%-100.0%,7.824527263641357,6.0,0.10256005078554153,0.0,0.0,0.0011360645294189453,0.04113756865262985,0.3837072253227234,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Carlos PenaVega,21,4,Percent,25.0,10.6%,0.0%-100.0%,11.007949829101562,3.0,0.10256005078554153,0.0,0.0,0.0011360645294189453,0.04113756865262985,0.3837072253227234,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Alek Skarlatos,21,4,Percent,24.0,10.2%,0.0%-100.0%,10.16430377960205,4.0,0.10256005078554153,0.0,0.0,0.0011360645294189453,0.04113756865262985,0.3837072253227234,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Andy Grammer,21,4,Percent,23.0,9.7%,0.0%-100.0%,9.316983222961426,5.0,0.10256005078554153,0.0,0.0,0.0011360645294189453,0.04113756865262985,0.3837072253227234,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Tamar Braxton,21,4,Percent,27.0,11.4%,0.0%-100.0%,12.695096015930176,2.0,0.10256005078554153,0.0,0.0,0.0011360645294189453,0.04113756865262985,0.3837072253227234,Withdrew,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nick Carter,21,4,Percent,27.0,11.4%,0.0%-100.0%,12.695096015930176,2.0,0.10256005078554153,0.0,0.0,0.0011360645294189453,0.04113756865262985,0.3837072253227234,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Hayes Grier,21,4,Percent,27.0,11.4%,0.0%-100.0%,12.695096015930176,2.0,0.10256005078554153,0.0,0.0,0.0011360645294189453,0.04113756865262985,0.3837072253227234,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Bindi Irwin,21,4,Percent,28.0,11.9%,0.0%-100.0%,13.777603149414062,1.0,0.10256005078554153,0.0,0.0,0.0011360645294189453,0.04113756865262985,0.3837072253227234,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Paula Deen,21,4,Percent,18.0,7.6%,0.0%-100.0%,5.666983604431152,7.0,0.10256005078554153,0.0,0.0,0.0011360645294189453,0.04113756865262985,0.3837072253227234,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Alexa PenaVega,21,5,Percent,40.0,13.3%,0.0%-100.0%,16.377885818481445,1.0,0.08871623426675797,0.0,0.0,0.001134335994720459,0.0420791432261467,0.31167206168174744,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Carlos PenaVega,21,5,Percent,39.0,13.0%,0.0%-100.0%,15.409099578857422,2.0,0.08871623426675797,0.0,0.0,0.001134335994720459,0.0420791432261467,0.31167206168174744,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Alek Skarlatos,21,5,Percent,29.0,9.6%,0.0%-100.0%,7.807310104370117,7.0,0.08871623426675797,0.0,0.0,0.001134335994720459,0.0420791432261467,0.31167206168174744,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Andy Grammer,21,5,Percent,36.0,12.0%,0.0%-100.0%,12.943181037902832,4.0,0.08871623426675797,0.0,0.0,0.001134335994720459,0.0420791432261467,0.31167206168174744,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Tamar Braxton,21,5,Percent,29.0,9.6%,0.0%-100.0%,7.477325916290283,8.0,0.08871623426675797,0.0,0.0,0.001134335994720459,0.0420791432261467,0.31167206168174744,Withdrew,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nick Carter,21,5,Percent,35.0,11.6%,0.0%-100.0%,12.02041244506836,5.0,0.08871623426675797,0.0,0.0,0.001134335994720459,0.0420791432261467,0.31167206168174744,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Hayes Grier,21,5,Percent,30.0,10.0%,0.0%-100.0%,8.713821411132812,6.0,0.08871623426675797,0.0,0.0,0.001134335994720459,0.0420791432261467,0.31167206168174744,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Bindi Irwin,21,5,Percent,37.0,12.3%,0.0%-100.0%,13.867423057556152,3.0,0.08871623426675797,0.0,0.0,0.001134335994720459,0.0420791432261467,0.31167206168174744,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Paula Deen,21,5,Percent,26.0,8.6%,0.0%-100.0%,5.383548736572266,9.0,0.08871623426675797,0.0,0.0,0.001134335994720459,0.0420791432261467,0.31167206168174744,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Alexa PenaVega,21,6,Percent,30.0,9.6%,0.0%-100.0%,8.268771171569824,6.0,0.09932702258229256,0.0,0.0,0.0026379823684692383,0.03834117576479912,0.36842167377471924,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Carlos PenaVega,21,6,Percent,38.0,12.1%,0.0%-100.0%,12.673746109008789,4.0,0.09932702258229256,0.0,0.0,0.0026379823684692383,0.03834117576479912,0.36842167377471924,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Alek Skarlatos,21,6,Percent,30.0,9.6%,0.0%-100.0%,7.973715782165527,7.0,0.09932702258229256,0.0,0.0,0.0026379823684692383,0.03834117576479912,0.36842167377471924,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Andy Grammer,21,6,Percent,40.0,12.8%,0.0%-100.0%,14.60905647277832,1.0,0.09932702258229256,0.0,0.0,0.0026379823684692383,0.03834117576479912,0.36842167377471924,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Tamar Braxton,21,6,Percent,40.0,12.8%,0.0%-100.0%,14.60905647277832,1.0,0.09932702258229256,0.0,0.0,0.0026379823684692383,0.03834117576479912,0.36842167377471924,Withdrew,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Nick Carter,21,6,Percent,39.0,12.5%,0.0%-100.0%,13.426907539367676,3.0,0.09932702258229256,0.0,0.0,0.0026379823684692383,0.03834117576479912,0.36842167377471924,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Hayes Grier,21,6,Percent,32.0,10.2%,0.0%-100.0%,9.511009216308594,5.0,0.09932702258229256,0.0,0.0,0.0026379823684692383,0.03834117576479912,0.36842167377471924,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Bindi Irwin,21,6,Percent,40.0,12.8%,0.0%-100.0%,14.17538833618164,2.0,0.09932702258229256,0.0,0.0,0.0026379823684692383,0.03834117576479912,0.36842167377471924,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Paula Deen,21,6,Percent,24.0,7.7%,0.0%-15.7%,4.752345561981201,8.0,0.09932702258229256,0.0,0.0,0.0026379823684692383,0.03834117576479912,0.36842167377471924,Eliminated (Place 9),80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Alexa PenaVega,21,7,Percent,27.5,12.4%,0.2%-98.9%,12.198915481567383,5.0,0.14077795362100007,0.00037026344216428697,0.0,0.007806897163391113,0.008732682093977928,0.4905518591403961,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Carlos PenaVega,21,7,Percent,28.0,12.7%,0.0%-98.6%,13.71563720703125,2.0,0.14077795362100007,0.00037026344216428697,0.0,0.007806897163391113,0.008732682093977928,0.4905518591403961,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Alek Skarlatos,21,7,Percent,26.5,12.0%,0.7%-99.3%,9.629877090454102,8.0,0.14077795362100007,0.00037026344216428697,0.0,0.007806897163391113,0.008732682093977928,0.4905518591403961,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Andy Grammer,21,7,Percent,28.0,12.7%,0.0%-98.6%,13.582737922668457,3.0,0.14077795362100007,0.00037026344216428697,0.0,0.007806897163391113,0.008732682093977928,0.4905518591403961,Safe,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
Tamar Braxton,21,7,Percent,27.0,12.2%,0.0%-98.6%,10.672408103942871,7.0,0.14077795362100007,0.00037026344216428697,0.0,0.007806897163391113,0.008732682093977928,0.4905518591403961,Withdrew,80.0,2.0,1.0,0.6,0.2,700,0.06,1.0,0.45,longtail,0.28,1.5,0.8,0.0,0.03
