CelebrityName,Season,Week,RuleType,JudgeScore,JudgeScore_Normalization,Possible_Audience_Vote_Range,Predicted_Audience_Percent,Predicted_Audience_Rank,Loss_Total,Loss_Constraint,Loss_Smooth,Loss_Corr,Loss_Reg,Status
Meryl Davis,18,2,Percent,25.0,10.2%,0.0%-100.0%,9.395426750183105,1.0,0.002636953629553318,0.0,0.0,0.0023645758628845215,0.00045396294444799423,Safe
Drew Carey,18,2,Percent,21.0,8.6%,0.0%-100.0%,8.98483657836914,4.0,0.002636953629553318,0.0,0.0,0.0023645758628845215,0.00045396294444799423,Safe
Cody Simpson,18,2,Percent,22.0,9.0%,0.0%-100.0%,9.023248672485352,3.0,0.002636953629553318,0.0,0.0,0.0023645758628845215,0.00045396294444799423,Safe
NeNe Leakes,18,2,Percent,21.0,8.6%,0.0%-100.0%,8.98483657836914,4.0,0.002636953629553318,0.0,0.0,0.0023645758628845215,0.00045396294444799423,Safe
Danica McKellar,18,3,Percent,36.0,11.6%,0.0%-100.0%,12.290616035461426,2.0,0.00944252908229828,0.0,0.0,5.829334259033203e-05,0.015640392899513245,Safe
James Maslow,18,3,Percent,36.0,11.6%,0.0%-100.0%,12.290616035461426,2.0,0.00944252908229828,0.0,0.0,5.829334259033203e-05,0.015640392899513245,Safe
Candace Cameron Bure,18,3,Percent,32.0,10.3%,0.0%-100.0%,9.009795188903809,4.0,0.00944252908229828,0.0,0.0,5.829334259033203e-05,0.015640392899513245,Safe
Charlie White,18,3,Percent,36.0,11.6%,0.0%-100.0%,12.290616035461426,2.0,0.00944252908229828,0.0,0.0,5.829334259033203e-05,0.015640392899513245,Safe
Amy Purdy,18,3,Percent,36.0,11.6%,0.0%-100.0%,12.290616035461426,2.0,0.00944252908229828,0.0,0.0,5.829334259033203e-05,0.015640392899513245,Safe
Meryl Davis,18,3,Percent,39.0,12.5%,0.0%-100.0%,14.699305534362793,1.0,0.00944252908229828,0.0,0.0,5.829334259033203e-05,0.015640392899513245,Safe
Drew Carey,18,3,Percent,30.0,9.6%,0.0%-100.0%,7.429058074951172,6.0,0.00944252908229828,0.0,0.0,5.829334259033203e-05,0.015640392899513245,Safe
Cody Simpson,18,3,Percent,35.0,11.3%,0.0%-100.0%,11.517457008361816,3.0,0.00944252908229828,0.0,0.0,5.829334259033203e-05,0.015640392899513245,Safe
NeNe Leakes,18,3,Percent,31.0,10.0%,0.0%-100.0%,8.181914329528809,5.0,0.00944252908229828,0.0,0.0,5.829334259033203e-05,0.015640392899513245,Safe
Danica McKellar,18,4,Percent,32.0,10.8%,0.0%-100.0%,10.41753101348877,5.0,0.006669721379876137,0.0,0.0,2.9802322387695312e-05,0.011066531762480736,Safe
James Maslow,18,4,Percent,35.0,11.8%,0.0%-100.0%,12.492510795593262,2.0,0.006669721379876137,0.0,0.0,2.9802322387695312e-05,0.011066531762480736,Safe
Candace Cameron Bure,18,4,Percent,28.0,9.4%,0.0%-100.0%,7.66356897354126,7.0,0.006669721379876137,0.0,0.0,2.9802322387695312e-05,0.011066531762480736,Safe
Charlie White,18,4,Percent,33.0,11.1%,0.0%-100.0%,11.100580215454102,4.0,0.006669721379876137,0.0,0.0,2.9802322387695312e-05,0.011066531762480736,Safe
Amy Purdy,18,4,Percent,34.0,11.4%,0.0%-100.0%,11.82094955444336,3.0,0.006669721379876137,0.0,0.0,2.9802322387695312e-05,0.011066531762480736,Safe
Meryl Davis,18,4,Percent,39.0,13.1%,0.0%-100.0%,15.220752716064453,1.0,0.006669721379876137,0.0,0.0,2.9802322387695312e-05,0.011066531762480736,Safe
Drew Carey,18,4,Percent,33.0,11.1%,0.0%-100.0%,11.100580215454102,4.0,0.006669721379876137,0.0,0.0,2.9802322387695312e-05,0.011066531762480736,Safe
Cody Simpson,18,4,Percent,31.0,10.4%,0.0%-100.0%,9.765993118286133,6.0,0.006669721379876137,0.0,0.0,2.9802322387695312e-05,0.011066531762480736,Safe
NeNe Leakes,18,4,Percent,32.0,10.8%,0.0%-100.0%,10.41753101348877,5.0,0.006669721379876137,0.0,0.0,2.9802322387695312e-05,0.011066531762480736,Safe
Danica McKellar,18,5,Percent,39.0,12.1%,0.0%-98.1%,13.800752639770508,2.0,0.05273275081444808,0.0004069503047503531,2.591239308458171e-06,0.005383729934692383,0.02464635670185089,Safe
James Maslow,18,5,Percent,40.0,12.4%,0.0%-98.1%,14.602753639221191,1.0,0.05273275081444808,0.0004069503047503531,2.591239308458171e-06,0.005383729934692383,0.02464635670185089,Safe
Candace Cameron Bure,18,5,Percent,35.0,10.9%,0.0%-98.1%,10.546956062316895,5.0,0.05273275081444808,0.0004069503047503531,2.591239308458171e-06,0.005383729934692383,0.02464635670185089,Safe
Charlie White,18,5,Percent,37.0,11.5%,0.0%-98.1%,12.170064926147461,3.0,0.05273275081444808,0.0004069503047503531,2.591239308458171e-06,0.005383729934692383,0.02464635670185089,Safe
Amy Purdy,18,5,Percent,37.0,11.5%,0.0%-98.1%,12.170064926147461,3.0,0.05273275081444808,0.0004069503047503531,2.591239308458171e-06,0.005383729934692383,0.02464635670185089,Safe
Meryl Davis,18,5,Percent,36.0,11.2%,0.0%-98.1%,11.366117477416992,4.0,0.05273275081444808,0.0004069503047503531,2.591239308458171e-06,0.005383729934692383,0.02464635670185089,Safe
Drew Carey,18,5,Percent,28.0,8.7%,1.9%-100.0%,5.067370414733887,7.0,0.05273275081444808,0.0004069503047503531,2.591239308458171e-06,0.005383729934692383,0.02464635670185089,Safe
Cody Simpson,18,5,Percent,34.0,10.6%,0.0%-11.7%,8.909804344177246,6.0,0.05273275081444808,0.0004069503047503531,2.591239308458171e-06,0.005383729934692383,0.02464635670185089,Eliminated (Place 9)
NeNe Leakes,18,5,Percent,36.0,11.2%,0.0%-98.1%,11.366117477416992,4.0,0.05273275081444808,0.0004069503047503531,2.591239308458171e-06,0.005383729934692383,0.02464635670185089,Safe
Danica McKellar,18,6,Percent,36.0,12.8%,0.0%-100.0%,13.010261535644531,3.0,0.004275239445269107,0.0,0.0,1.0907649993896484e-05,0.007107219658792019,Safe
James Maslow,18,6,Percent,35.0,12.4%,0.0%-100.0%,12.329174995422363,4.0,0.004275239445269107,0.0,0.0,1.0907649993896484e-05,0.007107219658792019,Safe
Candace Cameron Bure,18,6,Percent,32.0,11.3%,0.0%-100.0%,10.340413093566895,6.0,0.004275239445269107,0.0,0.0,1.0907649993896484e-05,0.007107219658792019,Safe
Charlie White,18,6,Percent,36.0,12.8%,0.0%-100.0%,13.010261535644531,3.0,0.004275239445269107,0.0,0.0,1.0907649993896484e-05,0.007107219658792019,Safe
Amy Purdy,18,6,Percent,38.0,13.5%,0.0%-100.0%,14.328535079956055,2.0,0.004275239445269107,0.0,0.0,1.0907649993896484e-05,0.007107219658792019,Safe
Meryl Davis,18,6,Percent,40.0,14.2%,0.0%-100.0%,15.63978385925293,1.0,0.004275239445269107,0.0,0.0,1.0907649993896484e-05,0.007107219658792019,Safe
Drew Carey,18,6,Percent,32.0,11.3%,0.0%-13.7%,10.340413093566895,6.0,0.004275239445269107,0.0,0.0,1.0907649993896484e-05,0.007107219658792019,Eliminated (Place 8)
NeNe Leakes,18,6,Percent,33.0,11.7%,0.0%-100.0%,11.001158714294434,5.0,0.004275239445269107,0.0,0.0,1.0907649993896484e-05,0.007107219658792019,Safe
Danica McKellar,18,7,Percent,36.0,14.2%,0.0%-100.0%,14.219844818115234,4.0,0.0005776099395006895,0.0,0.0,0.00031954050064086914,0.00043011573143303394,Safe
James Maslow,18,7,Percent,35.0,13.8%,0.0%-100.0%,13.969779014587402,6.0,0.0005776099395006895,0.0,0.0,0.00031954050064086914,0.00043011573143303394,Safe
Candace Cameron Bure,18,7,Percent,37.0,14.6%,0.0%-100.0%,14.52356243133545,3.0,0.0005776099395006895,0.0,0.0,0.00031954050064086914,0.00043011573143303394,Safe
Charlie White,18,7,Percent,35.5,14.0%,0.0%-100.0%,14.106075286865234,5.0,0.0005776099395006895,0.0,0.0,0.00031954050064086914,0.00043011573143303394,Safe
Amy Purdy,18,7,Percent,37.5,14.8%,0.0%-100.0%,14.689937591552734,2.0,0.0005776099395006895,0.0,0.0,0.00031954050064086914,0.00043011573143303394,Safe
Meryl Davis,18,7,Percent,39.0,15.4%,0.0%-100.0%,15.092180252075195,1.0,0.0005776099395006895,0.0,0.0,0.00031954050064086914,0.00043011573143303394,Safe
NeNe Leakes,18,7,Percent,33.0,13.0%,0.0%-15.5%,13.3986177444458,7.0,0.0005776099395006895,0.0,0.0,0.00031954050064086914,0.00043011573143303394,Eliminated (Place 7)
Danica McKellar,18,8,Percent,38.0,16.8%,0.0%-16.5%,14.708484649658203,2.0,0.07812568824738264,0.00030430167680606246,0.0,0.04199498891830444,0.019644275307655334,Eliminated (Place 6)
James Maslow,18,8,Percent,36.0,15.9%,0.9%-98.2%,13.341395378112793,3.0,0.07812568824738264,0.00030430167680606246,0.0,0.04199498891830444,0.019644275307655334,Safe
Candace Cameron Bure,18,8,Percent,36.0,15.9%,0.9%-98.2%,13.341395378112793,3.0,0.07812568824738264,0.00030430167680606246,0.0,0.04199498891830444,0.019644275307655334,Safe
Charlie White,18,8,Percent,40.0,17.7%,0.0%-97.3%,22.633665084838867,1.0,0.07812568824738264,0.00030430167680606246,0.0,0.04199498891830444,0.019644275307655334,Safe
Amy Purdy,18,8,Percent,40.0,17.7%,0.0%-97.3%,22.633665084838867,1.0,0.07812568824738264,0.00030430167680606246,0.0,0.04199498891830444,0.019644275307655334,Safe
Meryl Davis,18,8,Percent,36.0,15.9%,0.9%-98.2%,13.341395378112793,3.0,0.07812568824738264,0.00030430167680606246,0.0,0.04199498891830444,0.019644275307655334,Safe
James Maslow,18,9,Percent,38.0,19.9%,0.0%-99.0%,19.641021728515625,3.0,0.03938353834673762,0.00038792644045315683,0.0,0.005666136741638184,0.0044721439480781555,Safe
Candace Cameron Bure,18,9,Percent,36.0,18.8%,1.0%-100.0%,16.266355514526367,5.0,0.03938353834673762,0.00038792644045315683,0.0,0.005666136741638184,0.0044721439480781555,Safe
Charlie White,18,9,Percent,38.0,19.9%,0.0%-20.1%,19.158405303955078,4.0,0.03938353834673762,0.00038792644045315683,0.0,0.005666136741638184,0.0044721439480781555,Eliminated (Place 5)
Amy Purdy,18,9,Percent,39.0,20.4%,0.0%-99.0%,21.494924545288086,2.0,0.03938353834673762,0.00038792644045315683,0.0,0.005666136741638184,0.0044721439480781555,Safe
Meryl Davis,18,9,Percent,40.0,20.9%,0.0%-99.0%,23.439281463623047,1.0,0.03938353834673762,0.00038792644045315683,0.0,0.005666136741638184,0.0044721439480781555,Safe
James Maslow,18,10,Percent,29.0,25.3%,0.0%-50.4%,25.845415115356445,3.0,0.004441519826650619,0.0,0.0,5.8591365814208984e-05,0.007304880768060684,Eliminated (Place 4)
Candace Cameron Bure,18,10,Percent,25.9998,22.7%,0.0%-51.7%,18.538928985595703,4.0,0.004441519826650619,0.0,0.0,5.8591365814208984e-05,0.007304880768060684,Eliminated (Place 3)
Amy Purdy,18,10,Percent,29.666600000000003,25.9%,0.0%-50.1%,27.453773498535156,2.0,0.004441519826650619,0.0,0.0,5.8591365814208984e-05,0.007304880768060684,Eliminated (Place 2)
Meryl Davis,18,10,Percent,30.0,26.2%,23.8%-100.0%,28.161890029907227,1.0,0.004441519826650619,0.0,0.0,5.8591365814208984e-05,0.007304880768060684,Safe
Antonio Sabato Jr.,19,1,Percent,25.0,6.7%,0.0%-99.5%,6.9349260330200195,9.0,0.004223883205850143,7.149725661292905e-06,0.0,2.300739288330078e-05,0.006048162933439016,Safe
Jonathan Bennett,19,1,Percent,30.0,8.1%,0.0%-99.5%,7.981360912322998,5.0,0.004223883205850143,7.149725661292905e-06,0.0,2.300739288330078e-05,0.006048162933439016,Safe
Lea Thompson,19,1,Percent,32.0,8.6%,0.0%-99.5%,8.404569625854492,3.0,0.004223883205850143,7.149725661292905e-06,0.0,2.300739288330078e-05,0.006048162933439016,Safe
Janel Parrish,19,1,Percent,29.0,7.8%,0.0%-99.5%,7.770135402679443,6.0,0.004223883205850143,7.149725661292905e-06,0.0,2.300739288330078e-05,0.006048162933439016,Safe
Alfonso Ribeiro,19,1,Percent,36.0,9.7%,0.0%-99.5%,9.232254028320312,1.0,0.004223883205850143,7.149725661292905e-06,0.0,2.300739288330078e-05,0.006048162933439016,Safe
Lolo Jones,19,1,Percent,22.0,5.9%,0.0%-9.5%,6.296555042266846,10.0,0.004223883205850143,7.149725661292905e-06,0.0,2.300739288330078e-05,0.006048162933439016,Eliminated (Place 13)
Randy Couture,19,1,Percent,31.0,8.3%,0.0%-99.5%,8.192892074584961,4.0,0.004223883205850143,7.149725661292905e-06,0.0,2.300739288330078e-05,0.006048162933439016,Safe
Tommy Chong,19,1,Percent,27.0,7.3%,0.0%-99.5%,7.352542877197266,8.0,0.004223883205850143,7.149725661292905e-06,0.0,2.300739288330078e-05,0.006048162933439016,Safe
Betsey Johnson,19,1,Percent,20.0,5.4%,0.5%-100.0%,5.907924175262451,11.0,0.004223883205850143,7.149725661292905e-06,0.0,2.300739288330078e-05,0.006048162933439016,Safe
Michael Waltrip,19,1,Percent,25.0,6.7%,0.0%-99.5%,6.9349260330200195,9.0,0.004223883205850143,7.149725661292905e-06,0.0,2.300739288330078e-05,0.006048162933439016,Safe
Tavis Smiley,19,1,Percent,29.0,7.8%,0.0%-99.5%,7.769753932952881,7.0,0.004223883205850143,7.149725661292905e-06,0.0,2.300739288330078e-05,0.006048162933439016,Safe
Bethany Mota,19,1,Percent,32.0,8.6%,0.0%-99.5%,8.404569625854492,3.0,0.004223883205850143,7.149725661292905e-06,0.0,2.300739288330078e-05,0.006048162933439016,Safe
Sadie Robertson,19,1,Percent,34.0,9.1%,0.0%-99.5%,8.817591667175293,2.0,0.004223883205850143,7.149725661292905e-06,0.0,2.300739288330078e-05,0.006048162933439016,Safe
Antonio Sabato Jr.,19,2,Percent,31.0,8.6%,0.0%-98.9%,9.147561073303223,6.0,0.03495056296233087,0.00011458848166512325,0.0,0.005167245864868164,0.03436039760708809,Safe
Jonathan Bennett,19,2,Percent,30.0,8.3%,0.0%-98.9%,8.210968017578125,7.0,0.03495056296233087,0.00011458848166512325,0.0,0.005167245864868164,0.03436039760708809,Safe
Lea Thompson,19,2,Percent,35.0,9.7%,0.0%-98.9%,12.11158275604248,1.0,0.03495056296233087,0.00011458848166512325,0.0,0.005167245864868164,0.03436039760708809,Safe
Janel Parrish,19,2,Percent,34.0,9.4%,0.0%-98.9%,11.53140926361084,2.0,0.03495056296233087,0.00011458848166512325,0.0,0.005167245864868164,0.03436039760708809,Safe
Alfonso Ribeiro,19,2,Percent,32.0,8.8%,0.0%-98.9%,9.874889373779297,4.0,0.03495056296233087,0.00011458848166512325,0.0,0.005167245864868164,0.03436039760708809,Safe
Randy Couture,19,2,Percent,28.0,7.7%,0.0%-98.9%,6.29652214050293,9.0,0.03495056296233087,0.00011458848166512325,0.0,0.005167245864868164,0.03436039760708809,Safe
Tommy Chong,19,2,Percent,28.0,7.7%,0.0%-98.9%,6.29652214050293,9.0,0.03495056296233087,0.00011458848166512325,0.0,0.005167245864868164,0.03436039760708809,Safe
Betsey Johnson,19,2,Percent,28.0,7.7%,0.0%-98.9%,6.29652214050293,9.0,0.03495056296233087,0.00011458848166512325,0.0,0.005167245864868164,0.03436039760708809,Safe
Michael Waltrip,19,2,Percent,24.0,6.6%,1.1%-100.0%,3.945467710494995,10.0,0.03495056296233087,0.00011458848166512325,0.0,0.005167245864868164,0.03436039760708809,Safe
Tavis Smiley,19,2,Percent,28.0,7.7%,0.0%-8.9%,6.38732385635376,8.0,0.03495056296233087,0.00011458848166512325,0.0,0.005167245864868164,0.03436039760708809,Eliminated (Place 12)
Bethany Mota,19,2,Percent,33.0,9.1%,0.0%-98.9%,10.752250671386719,3.0,0.03495056296233087,0.00011458848166512325,0.0,0.005167245864868164,0.03436039760708809,Safe
Sadie Robertson,19,2,Percent,31.0,8.6%,0.0%-98.9%,9.1489896774292,5.0,0.03495056296233087,0.00011458848166512325,0.0,0.005167245864868164,0.03436039760708809,Safe
Antonio Sabato Jr.,19,3,Percent,29.0,8.2%,0.0%-100.0%,7.732439041137695,5.0,0.010159992426633834,0.0,0.0,0.0002192854881286621,0.01656784489750862,Safe
Jonathan Bennett,19,3,Percent,32.0,9.1%,0.0%-100.0%,9.074889183044434,3.0,0.010159992426633834,0.0,0.0,0.0002192854881286621,0.01656784489750862,Safe
Lea Thompson,19,3,Percent,31.0,8.8%,0.0%-100.0%,8.487565040588379,4.0,0.010159992426633834,0.0,0.0,0.0002192854881286621,0.01656784489750862,Safe
Janel Parrish,19,3,Percent,40.0,11.3%,0.0%-100.0%,12.636693000793457,1.0,0.010159992426633834,0.0,0.0,0.0002192854881286621,0.01656784489750862,Safe
Alfonso Ribeiro,19,3,Percent,32.0,9.1%,0.0%-100.0%,9.074889183044434,3.0,0.010159992426633834,0.0,0.0,0.0002192854881286621,0.01656784489750862,Safe
Randy Couture,19,3,Percent,26.0,7.4%,0.0%-10.8%,6.323789596557617,7.0,0.010159992426633834,0.0,0.0,0.0002192854881286621,0.01656784489750862,Eliminated (Place 11)
Tommy Chong,19,3,Percent,34.0,9.6%,0.0%-100.0%,9.968976020812988,2.0,0.010159992426633834,0.0,0.0,0.0002192854881286621,0.01656784489750862,Safe
Betsey Johnson,19,3,Percent,29.0,8.2%,0.0%-100.0%,7.732439041137695,5.0,0.010159992426633834,0.0,0.0,0.0002192854881286621,0.01656784489750862,Safe
Michael Waltrip,19,3,Percent,28.0,7.9%,0.0%-100.0%,7.256743907928467,6.0,0.010159992426633834,0.0,0.0,0.0002192854881286621,0.01656784489750862,Safe
Bethany Mota,19,3,Percent,40.0,11.3%,0.0%-100.0%,12.636693000793457,1.0,0.010159992426633834,0.0,0.0,0.0002192854881286621,0.01656784489750862,Safe
Sadie Robertson,19,3,Percent,32.0,9.1%,0.0%-100.0%,9.074889183044434,3.0,0.010159992426633834,0.0,0.0,0.0002192854881286621,0.01656784489750862,Safe
Antonio Sabato Jr.,19,4,Percent,29.0,9.1%,0.0%-96.9%,7.902731895446777,6.0,0.05295884017832577,0.0001910264982143417,0.0,0.011577069759368896,0.0434994176030159,Safe
Jonathan Bennett,19,4,Percent,24.0,7.5%,1.6%-98.4%,5.540202617645264,10.0,0.05295884017832577,0.0001910264982143417,0.0,0.011577069759368896,0.0434994176030159,Safe
Lea Thompson,19,4,Percent,39.0,12.2%,0.0%-96.9%,14.066070556640625,2.0,0.05295884017832577,0.0001910264982143417,0.0,0.011577069759368896,0.0434994176030159,Safe
Janel Parrish,19,4,Percent,36.0,11.2%,0.0%-96.9%,13.595785140991211,3.0,0.05295884017832577,0.0001910264982143417,0.0,0.011577069759368896,0.0434994176030159,Safe
Alfonso Ribeiro,19,4,Percent,40.0,12.5%,0.0%-96.9%,14.802603721618652,1.0,0.05295884017832577,0.0001910264982143417,0.0,0.011577069759368896,0.0434994176030159,Safe
Tommy Chong,19,4,Percent,28.0,8.8%,0.3%-97.2%,7.432124137878418,7.0,0.05295884017832577,0.0001910264982143417,0.0,0.011577069759368896,0.0434994176030159,Safe
Betsey Johnson,19,4,Percent,29.0,9.1%,0.0%-10.9%,7.319160461425781,8.0,0.05295884017832577,0.0001910264982143417,0.0,0.011577069759368896,0.0434994176030159,Eliminated (Place 10)
Michael Waltrip,19,4,Percent,25.0,7.8%,1.2%-98.1%,6.122277736663818,9.0,0.05295884017832577,0.0001910264982143417,0.0,0.011577069759368896,0.0434994176030159,Safe
Bethany Mota,19,4,Percent,33.0,10.3%,0.0%-96.9%,10.344836235046387,5.0,0.05295884017832577,0.0001910264982143417,0.0,0.011577069759368896,0.0434994176030159,Safe
Sadie Robertson,19,4,Percent,37.0,11.6%,0.0%-96.9%,12.874210357666016,4.0,0.05295884017832577,0.0001910264982143417,0.0,0.011577069759368896,0.0434994176030159,Safe
Antonio Sabato Jr.,19,5,Percent,28.0,10.6%,0.0%-100.0%,10.97909164428711,5.0,0.0005111257545650005,0.0,0.0,3.993511199951172e-06,0.0008452204056084156,Safe
Jonathan Bennett,19,5,Percent,24.0,9.1%,0.0%-100.0%,10.593445777893066,6.0,0.0005111257545650005,0.0,0.0,3.993511199951172e-06,0.0008452204056084156,Safe
Lea Thompson,19,5,Percent,34.0,12.9%,0.0%-100.0%,11.566452980041504,2.0,0.0005111257545650005,0.0,0.0,3.993511199951172e-06,0.0008452204056084156,Safe
Janel Parrish,19,5,Percent,33.0,12.5%,0.0%-100.0%,11.468711853027344,3.0,0.0005111257545650005,0.0,0.0,3.993511199951172e-06,0.0008452204056084156,Safe
Alfonso Ribeiro,19,5,Percent,34.0,12.9%,0.0%-100.0%,11.566452980041504,2.0,0.0005111257545650005,0.0,0.0,3.993511199951172e-06,0.0008452204056084156,Safe
Tommy Chong,19,5,Percent,23.0,8.7%,0.0%-100.0%,10.494647026062012,7.0,0.0005111257545650005,0.0,0.0,3.993511199951172e-06,0.0008452204056084156,Safe
Michael Waltrip,19,5,Percent,20.0,7.6%,0.0%-100.0%,10.197881698608398,8.0,0.0005111257545650005,0.0,0.0,3.993511199951172e-06,0.0008452204056084156,Safe
Bethany Mota,19,5,Percent,32.0,12.1%,0.0%-100.0%,11.371018409729004,4.0,0.0005111257545650005,0.0,0.0,3.993511199951172e-06,0.0008452204056084156,Safe
Sadie Robertson,19,5,Percent,36.0,13.6%,0.0%-100.0%,11.762300491333008,1.0,0.0005111257545650005,0.0,0.0,3.993511199951172e-06,0.0008452204056084156,Safe
Antonio Sabato Jr.,19,6,Percent,28.0,9.6%,1.4%-98.0%,6.1184539794921875,8.0,0.07515195081941783,0.00023852205777075142,0.0,0.023562729358673096,0.05417909473180771,Safe
Jonathan Bennett,19,6,Percent,32.0,10.9%,0.0%-11.3%,7.825752258300781,7.0,0.07515195081941783,0.00023852205777075142,0.0,0.023562729358673096,0.05417909473180771,Eliminated (Place 9)
Lea Thompson,19,6,Percent,32.0,10.9%,0.0%-96.6%,10.703392028808594,5.0,0.07515195081941783,0.00023852205777075142,0.0,0.023562729358673096,0.05417909473180771,Safe
Janel Parrish,19,6,Percent,33.0,11.3%,0.0%-96.6%,11.898181915283203,4.0,0.07515195081941783,0.00023852205777075142,0.0,0.023562729358673096,0.05417909473180771,Safe
Alfonso Ribeiro,19,6,Percent,39.0,13.3%,0.0%-96.6%,19.434938430786133,1.0,0.07515195081941783,0.00023852205777075142,0.0,0.023562729358673096,0.05417909473180771,Safe
Tommy Chong,19,6,Percent,28.0,9.6%,1.4%-98.0%,6.1184539794921875,8.0,0.07515195081941783,0.00023852205777075142,0.0,0.023562729358673096,0.05417909473180771,Safe
Michael Waltrip,19,6,Percent,30.0,10.2%,0.7%-97.3%,8.059534072875977,6.0,0.07515195081941783,0.00023852205777075142,0.0,0.023562729358673096,0.05417909473180771,Safe
Bethany Mota,19,6,Percent,36.0,12.3%,0.0%-96.6%,15.441545486450195,2.0,0.07515195081941783,0.00023852205777075142,0.0,0.023562729358673096,0.05417909473180771,Safe
Sadie Robertson,19,6,Percent,35.0,11.9%,0.0%-96.6%,14.39974594116211,3.0,0.07515195081941783,0.00023852205777075142,0.0,0.023562729358673096,0.05417909473180771,Safe
Antonio Sabato Jr.,19,7,Percent,29.5,11.4%,0.0%-13.6%,8.207348823547363,7.0,0.02517126756720245,1.63104705279693e-05,0.0,0.0064757466316223145,0.028984472155570984,Eliminated (Place 8)
Lea Thompson,19,7,Percent,35.0,13.5%,0.0%-99.4%,15.675113677978516,2.0,0.02517126756720245,1.63104705279693e-05,0.0,0.0064757466316223145,0.028984472155570984,Safe
Janel Parrish,19,7,Percent,33.5,13.0%,0.0%-99.4%,13.930005073547363,4.0,0.02517126756720245,1.63104705279693e-05,0.0,0.0064757466316223145,0.028984472155570984,Safe
Alfonso Ribeiro,19,7,Percent,34.0,13.2%,0.0%-99.4%,14.53104305267334,3.0,0.02517126756720245,1.63104705279693e-05,0.0,0.0064757466316223145,0.028984472155570984,Safe
Tommy Chong,19,7,Percent,30.0,11.6%,0.0%-99.4%,10.189398765563965,6.0,0.02517126756720245,1.63104705279693e-05,0.0,0.0064757466316223145,0.028984472155570984,Safe
Michael Waltrip,19,7,Percent,28.0,10.8%,0.6%-100.0%,7.719101905822754,8.0,0.02517126756720245,1.63104705279693e-05,0.0,0.0064757466316223145,0.028984472155570984,Safe
Bethany Mota,19,7,Percent,37.5,14.5%,0.0%-99.4%,18.526195526123047,1.0,0.02517126756720245,1.63104705279693e-05,0.0,0.0064757466316223145,0.028984472155570984,Safe
Sadie Robertson,19,7,Percent,31.0,12.0%,0.0%-99.4%,11.22179126739502,5.0,0.02517126756720245,1.63104705279693e-05,0.0,0.0064757466316223145,0.028984472155570984,Safe
Lea Thompson,19,8,Percent,32.0,12.9%,0.0%-100.0%,13.38005256652832,5.0,0.002890711463987827,0.0,0.0,2.5272369384765625e-05,0.004775731824338436,Safe
Janel Parrish,19,8,Percent,43.0,17.3%,0.0%-100.0%,16.282787322998047,1.0,0.002890711463987827,0.0,0.0,2.5272369384765625e-05,0.004775731824338436,Safe
Alfonso Ribeiro,19,8,Percent,41.0,16.5%,0.0%-100.0%,15.764291763305664,2.0,0.002890711463987827,0.0,0.0,2.5272369384765625e-05,0.004775731824338436,Safe
Tommy Chong,19,8,Percent,29.0,11.7%,0.0%-100.0%,12.562444686889648,6.0,0.002890711463987827,0.0,0.0,2.5272369384765625e-05,0.004775731824338436,Safe
Michael Waltrip,19,8,Percent,25.0,10.1%,0.0%-18.5%,11.547309875488281,7.0,0.002890711463987827,0.0,0.0,2.5272369384765625e-05,0.004775731824338436,Eliminated (Place 7)
Bethany Mota,19,8,Percent,40.0,16.1%,0.0%-100.0%,15.498481750488281,3.0,0.002890711463987827,0.0,0.0,2.5272369384765625e-05,0.004775731824338436,Safe
Sadie Robertson,19,8,Percent,38.0,15.3%,0.0%-100.0%,14.964631080627441,4.0,0.002890711463987827,0.0,0.0,2.5272369384765625e-05,0.004775731824338436,Safe
Lea Thompson,19,9,Percent,35.0,16.4%,0.0%-17.0%,15.216822624206543,4.0,0.09630790948867798,0.0009870268404483795,0.0,0.011348307132720947,0.009995758533477783,Eliminated (Place 6)
Janel Parrish,19,9,Percent,38.5,18.0%,0.0%-97.0%,19.142234802246094,1.0,0.09630790948867798,0.0009870268404483795,0.0,0.011348307132720947,0.009995758533477783,Safe
Alfonso Ribeiro,19,9,Percent,38.5,18.0%,0.0%-97.0%,19.142234802246094,1.0,0.09630790948867798,0.0009870268404483795,0.0,0.011348307132720947,0.009995758533477783,Safe
Tommy Chong,19,9,Percent,28.5,13.3%,3.0%-100.0%,11.229156494140625,5.0,0.09630790948867798,0.0009870268404483795,0.0,0.011348307132720947,0.009995758533477783,Safe
Bethany Mota,19,9,Percent,37.0,17.3%,0.0%-97.0%,17.85004425048828,2.0,0.09630790948867798,0.0009870268404483795,0.0,0.011348307132720947,0.009995758533477783,Safe
Sadie Robertson,19,9,Percent,36.5,17.1%,0.0%-97.0%,17.419511795043945,3.0,0.09630790948867798,0.0009870268404483795,0.0,0.011348307132720947,0.009995758533477783,Safe
Janel Parrish,19,10,Percent,39.0,21.4%,0.0%-100.0%,22.56781578063965,1.0,0.004441388882696629,0.0,0.0,7.867813110351562e-06,0.007389201782643795,Safe
Alfonso Ribeiro,19,10,Percent,37.5,20.5%,0.0%-100.0%,21.051403045654297,3.0,0.004441388882696629,0.0,0.0,7.867813110351562e-06,0.007389201782643795,Safe
Tommy Chong,19,10,Percent,31.0,17.0%,0.0%-23.0%,14.305535316467285,5.0,0.004441388882696629,0.0,0.0,7.867813110351562e-06,0.007389201782643795,Eliminated (Place 5)
